url,url_length,count_digits,count_special,has_ip,num_subdomains,is_https,url_entropy,contains_suspicious_word,domain_length,domain_age_days,tld,label,url_type
https://a8y5rr6g.xyz/XL9H28b2Rj5MF_VKPd,91,9,1,1,1,1,4.6503,0,16,275,biz,0,Phishing
http://ynwvg.online/tlRpH5gvDk/A4k/D,60,8,5,1,1,0,5.4043,0,24,132,info,1,Phishing
http://8nq9a35l1.net/Ed-K3vWRjqe,49,4,4,0,3,1,4.8946,1,7,718,biz,0,Phishing
https://egscv6yx981xvnv.io/8po_pBFM-Evq,83,6,7,1,0,0,3.8798,0,12,1209,info,1,Legitimate
https://k9nlme94f0s1qn.xyz/oASWQD9V,16,11,1,1,0,1,3.3729,1,12,1391,org,1,Legitimate
http://5oqa53k.co/bwwpEMyEkmqzMdg,27,8,7,1,2,1,3.6397,1,16,251,co,0,Phishing
https://ttfn4ka6.online/8WrHTP06HZ_OVqqz,95,4,4,0,2,1,3.9768,1,16,120,co,0,Legitimate
http://fkdwlf1ccfo.biz/F9XW5YEhV,52,13,8,1,3,0,4.7869,1,16,1683,io,1,Legitimate
https://yqn5vmbq01ujtjs.us/P0cJ-ac0oQIQ,47,6,5,1,0,1,4.7506,1,10,1842,xyz,0,Phishing
http://6n8v8pw2.biz/_EZgVBWSbh,18,13,1,0,3,0,5.2392,0,21,1552,xyz,0,Legitimate
https://l37xxru3o8s7c.io/oIRz_Gizn6,84,14,4,0,2,0,4.1671,1,20,819,org,0,Legitimate
http://75k51qnsma1.xyz/Ue3aD5,55,12,6,0,2,0,4.0548,0,21,1484,com,0,Phishing
http://qbtfsly1c2t3.info/vCowjy4,22,2,4,1,2,1,4.6828,0,17,41,uk,1,Phishing
https://tq4qgoda.org/uhf3beS7uDpjwjoZHn,82,7,1,0,2,1,5.7685,0,24,971,uk,1,Legitimate
http://ivfjnn.us/xPU7_9,78,12,2,0,2,0,3.5453,0,12,156,net,0,Legitimate
http://9rrffxj5ypcm.us/rnGqk27MSLEO,66,3,9,0,0,0,4.6757,0,8,35,info,1,Phishing
https://vdr9tbly.com/CtohzTZYAKKj/OP,85,13,5,0,2,1,3.6234,0,10,90,io,0,Phishing
https://m73f33meah.io/a5fMrLBJR/,92,4,6,1,0,0,5.6177,0,15,187,us,1,Legitimate
https://c09p5kjce.site/ybD3O94ENn_S,87,2,2,0,0,1,3.9485,0,21,648,online,0,Legitimate
http://0h59wlku.uk/znoqnzYrluX2WR4YV,58,12,9,1,1,1,5.8146,0,8,1203,com,0,Phishing
http://f7x23hdfcnbbsc.co/vwrA_pbACa6UfPi7Ery/,70,1,2,0,1,1,3.641,0,16,1657,xyz,1,Legitimate
https://revzjg49h.info/VpOZTdZsB,33,0,1,1,0,1,4.9831,1,15,338,biz,1,Phishing
https://oo3pmlysxd2r.co/iHp2b9/ThRdt8-z_9T,94,6,2,0,2,0,3.8938,0,5,742,com,1,Phishing
https://swjch1bfkp1or9.us/t9hW3EOr3vs3LfjpJf,32,0,1,1,0,0,3.2385,1,6,671,uk,0,Legitimate
http://rvmd4oobnldpju.io/I4IdihGug,34,8,5,0,0,0,3.186,0,16,1926,biz,1,Phishing
http://3ver4s.online/dm1GFXf1zPtiQ53_lG-G,70,0,8,1,0,1,4.8651,1,21,1485,uk,1,Phishing
https://tzbqnmlg.io/aD77PMGWtVFU/GUK/,98,13,0,0,1,1,3.3777,0,16,334,biz,0,Phishing
http://sdsm7m5cj31.xyz/sy5Hml,74,8,0,0,2,1,3.6351,1,7,908,com,1,Phishing
https://7zl0q8hxd09.online/SEYeQfTHi58xhxdk,83,10,0,0,1,0,5.3624,0,22,66,info,0,Phishing
http://jk3bo9xlizz.com/SJjIxd25KebpqGzAzLfJ,99,11,6,1,1,1,3.302,0,11,1185,biz,1,Legitimate
https://q533ai28clgkm.site/O/6MaIkCexMGGz2J,65,6,6,0,2,1,3.8316,0,21,1013,uk,1,Phishing
http://7ylcdn3j5kymnq1.info/5ooL/_mfacr/TaltsuxB,51,1,3,1,3,0,3.418,0,22,1463,info,1,Legitimate
https://uhyhbcoxu32kiw.io/3c1cE9tKnK8PRx6LRz,79,14,6,0,0,1,3.1127,0,19,660,net,1,Legitimate
http://dx8r7eaxh.uk/MGIrvguXlV8ud08,38,10,6,0,1,1,5.9212,0,24,815,uk,1,Legitimate
http://nvn78e67xtsw0x.co/fD78ldd0-n2p,75,1,3,1,0,1,5.3994,0,16,1848,xyz,0,Legitimate
http://xhxe8ds.net/fWiVhbS7kI0rFy6Ii,19,1,2,1,2,1,4.4723,0,17,414,net,0,Phishing
https://u9xeg6lpkurgsm.xyz/kpaAkT8,69,1,6,1,2,0,5.61,0,17,1878,xyz,0,Phishing
https://3wicpi2e7h.com/6R8Mff_ar04YB9ay,85,13,7,1,1,0,3.6187,1,14,394,io,1,Legitimate
http://3d323y1x8.net/s3-2oOpWzOvw9qyg,63,10,2,0,0,0,5.4416,1,5,351,xyz,1,Phishing
http://fzhln0jf460wu.biz/f560YsxczHjbqL7A/ing,40,8,7,1,1,1,4.1033,1,6,1632,io,0,Legitimate
http://8kon0xx4km.xyz/EwmV47,74,9,4,1,1,0,4.037,1,23,1275,com,1,Legitimate
https://unh4godg.com/FE4M5Zm2,99,10,3,0,0,0,5.2301,1,6,1686,biz,0,Phishing
https://zbuk3vmd.org/K9bsmPZTZcsZi/Qp7I,15,7,9,1,0,1,4.4612,1,14,933,online,1,Phishing
http://kgk0q.org/BQH1nzHW2f9oLhQ4,27,12,7,0,3,1,4.1203,1,7,1981,com,0,Phishing
https://zi4bku.xyz/3/I62GaMO,26,2,7,0,3,0,3.5131,1,20,155,uk,0,Phishing
https://m37etg0axy1nj.biz/z_uv-,96,9,4,0,3,0,4.8161,1,23,592,online,0,Phishing
http://7r4uij9f5uo.site/2qtvSIpeVCW4/I7dExm,74,1,6,0,0,0,4.5872,0,7,1926,online,0,Legitimate
https://4a735mrfjc83.io/tRQskscvEH,20,4,4,1,3,0,3.5864,0,19,1994,online,1,Phishing
https://csro8e.info/o-0XhVOprnPlebn,88,6,7,0,1,1,4.341,1,13,1365,org,0,Legitimate
http://4cwwg4tk0jnu.co/OxV1lt/ehEh,31,11,5,1,1,0,3.1779,1,22,414,biz,1,Legitimate
http://vpgrapr1.biz/o6MHLtrDW9c9gG6x,96,5,1,1,3,0,5.7728,1,23,365,info,0,Phishing
http://o62uopglv2r.uk/wZYTPcq6,30,14,7,0,2,1,4.9496,0,6,332,biz,1,Legitimate
http://qr3lgogw5j56nnl.io/4W4FKd2VFm,87,5,6,0,0,0,5.5566,0,5,561,co,1,Legitimate
http://kjza2itd4id.us/2vzGebyfC9/g3-HAbh,75,3,8,1,0,0,4.1762,0,5,289,uk,1,Phishing
http://8ow06f8v.co/gJDuByhS2_X0bK-s,69,9,0,1,3,1,5.8448,1,17,134,co,1,Phishing
http://p8e099x28fxjvrk.uk/RjlcV02oYVbM4w4Ze/p,35,10,3,1,1,0,5.8512,1,23,1476,uk,1,Legitimate
http://7pirhx91n1y.io/Gi6p4x,15,6,1,1,3,1,4.094,1,8,1378,org,1,Legitimate
http://ksco5k3q84icqd3.biz/b5aoT,65,3,6,1,3,1,4.8856,1,12,847,site,1,Legitimate
https://jwo5dpv46faa.site/9ChiY-Y_XbKRT/Vu4,64,9,4,0,2,1,5.6087,1,23,491,uk,1,Phishing
https://aponxy.co/FE41fCQG/q/,34,12,7,0,1,1,5.0139,1,10,1251,co,1,Phishing
http://u2n0t0fl0bpryw.online/ytWeIMGeONXD,71,11,0,1,0,0,5.3375,1,12,870,com,1,Phishing
https://h5vvwrfs476.com/I/6C/qD-2P,33,2,2,0,2,1,3.8081,0,10,524,org,1,Phishing
http://27ef03e.uk/n2PH-60hA2s6GrzK,45,13,8,1,3,1,3.3313,1,24,443,com,0,Phishing
http://6411lmk5mbbfas.com/2QU9T,61,5,7,0,0,0,4.9699,0,20,1801,co,1,Phishing
https://dwfw6c.site/o1HYE-FD3OT,63,2,6,0,0,1,5.0074,1,22,540,org,0,Legitimate
https://b3pfzlg3d7.org/tE8fI2X6IHBqN5j,17,9,9,0,1,1,3.8459,0,14,1037,io,0,Phishing
http://46yrkgh0pf92v8b.site/GDYvIss46iY,32,9,9,1,3,0,5.9422,1,13,176,biz,1,Phishing
http://hswnya6ly9kq7.net/zwF70OJGP,27,3,0,0,1,1,5.8276,0,12,99,co,0,Legitimate
https://x3c6t7z49g.uk/pu7plP/Ep,27,0,5,0,0,1,3.6141,1,8,866,uk,0,Phishing
http://om83ohqmya.io/W5xPeK5,37,7,3,1,1,1,3.3267,0,6,1650,com,0,Phishing
https://1ym0zeibe37q3gs.com/LRN4L,75,3,7,0,3,1,5.745,1,7,1926,io,1,Legitimate
http://aqo6dmcqrl62.info/xDwREHY_XTlx,25,1,6,1,3,1,5.6302,1,18,230,co,0,Phishing
http://ums2uqulk1nfk0.org/pmUki-x0,93,6,6,1,0,0,3.9018,0,9,1620,com,1,Legitimate
https://3ggmsiqwij162.site/7d4TZTFEeKiivv-yn,65,5,3,1,0,1,5.2633,0,13,1535,biz,0,Phishing
https://ofhfljatw.com/seYtL1I42wuaP6jsFLyi,78,12,8,0,3,1,5.3415,0,19,790,uk,0,Phishing
http://1dcruhc.uk/KtX7cNFCylv2sdoPj1,74,7,7,0,2,0,4.9216,0,15,232,co,0,Legitimate
http://ky8iqivo.site/ERz5K,86,14,7,0,3,1,4.5188,1,8,1287,xyz,1,Legitimate
https://4pp5g.org/_loYke_NlSUWl9dteDp,73,14,6,0,1,1,3.5007,0,23,1051,org,1,Legitimate
https://blwkvo80z.uk/zGLga,86,13,9,1,1,0,4.7173,1,13,131,org,1,Phishing
https://8i3kfguwwm7.uk/49N3lcn0,55,5,2,1,0,1,5.7666,1,7,1089,io,1,Phishing
http://8fszehthw57v52.net/-kC_vlBZ-AFdgCi_8b,20,13,5,0,1,0,5.2365,0,10,1025,info,1,Legitimate
https://ag6hee3s94167zn.io/Z6Pi9htZLo,85,7,3,0,2,0,3.4467,1,19,1122,biz,0,Phishing
https://4m6lhjjhs6k89h.uk/Md65/KERWkKH,32,4,1,0,1,0,5.147,1,7,1278,uk,1,Legitimate
https://g2lh99gduwg9.co/fwLsbnOS4FJEBLAU,63,1,9,0,1,0,5.1813,1,5,512,site,1,Phishing
http://1pq4wznhxx.co/QZnH_,90,4,7,0,3,0,3.2382,0,7,1359,co,0,Legitimate
https://m1wytm79e.com/b/jxK9eYG8pOU1kB2ow,53,8,1,1,1,0,4.4376,1,17,1290,us,1,Phishing
https://fyk98.io/couc-zImTnNb5Vu6kS,48,4,5,0,2,1,3.488,1,13,685,site,1,Legitimate
https://vi28fgl0d3q8z1k.co/TsDGonv0d5d0Ki-M-x6,70,7,9,0,1,0,5.1701,0,12,1232,xyz,0,Legitimate
http://33a4uvv9sjz.site/V7sFEfzbY2YY-FPJ,38,6,2,0,2,1,5.8789,1,19,1509,xyz,1,Legitimate
https://pajkeu1.org/o3EyLG/WbT6B,68,4,1,0,3,1,3.9895,0,11,373,online,0,Legitimate
http://34zyysnfqh.info/sYD7P,65,3,1,0,1,0,4.4962,1,10,773,uk,0,Legitimate
http://rh2s9.com/cHwwvV,24,10,1,0,2,1,4.0538,0,24,1007,site,1,Legitimate
https://rje3wej.site/jrR2Zi87xQ-S2-QVG4Q,15,2,4,1,0,0,3.1657,0,7,1656,net,0,Legitimate
https://b7h7x.xyz/2jLnRtFIiiQLZ5zwv,61,12,7,1,1,0,5.8573,1,5,1778,io,1,Legitimate
http://x3gd2.uk/PxIT-VPKnYn/vfnO,46,6,6,0,3,0,3.3662,0,19,582,org,0,Phishing
https://gcqtcrodzy6tjh.org/WzS/Fxb9q,40,9,8,1,3,0,3.5757,0,20,718,org,1,Legitimate
https://kfptm.net/A8PdaORR8fzeCf-C_N7,21,11,9,1,0,1,5.3823,1,16,316,site,1,Phishing
https://4qf2zn2xn.net/PpGEWMSIJ,83,13,4,0,0,0,5.0145,1,23,913,xyz,0,Legitimate
http://4owie2h0.org/-2yjqO3dbkPI,32,1,0,0,2,1,5.3851,0,7,1436,com,1,Phishing
http://sgpge.org/1onOu_FNuP/PFFd,56,4,7,0,3,1,5.0867,1,11,1535,biz,0,Phishing
https://1izst.biz/y/juA3S3j,81,11,5,1,2,1,4.1664,1,6,1925,org,1,Phishing
https://zf2req4ou.io/Y6NJvp0Q,83,5,0,0,2,0,4.2476,0,12,21,net,0,Phishing
https://5oslpm0s.io/_qaOx75P,62,14,1,0,0,0,5.8642,1,10,1589,site,0,Legitimate
https://qblnovf.us/ThMhhASZtI5vfUrgG,57,7,2,1,0,1,3.3459,0,6,1137,xyz,1,Legitimate
http://ggzn8bvc.net/EwluN3uqVK,97,12,2,1,0,0,4.6192,0,16,1490,online,0,Legitimate
http://76y5st.net/Xmag_i92ey9r7wuXenLm,17,1,9,1,0,1,4.1785,1,8,1573,site,1,Phishing
http://kbfqvlgfs0d4.com/3D4hm1y,29,6,1,1,0,0,4.6494,0,5,80,org,1,Phishing
http://dpv2mhew1r.net/-xKeWyWoP,55,14,2,1,1,1,5.3495,1,7,1917,io,1,Phishing
http://3fy2q3870tc.biz/7ZVAbND6t45,36,12,1,1,0,1,5.9477,0,21,1795,io,1,Phishing
https://zo3wte3zt0t.co/W_3PjsW,65,4,8,1,3,1,4.7973,1,13,580,site,1,Phishing
https://cwa2qa5c.biz/R/SqYwUCOzvDt5WuQDhm,96,14,5,0,3,1,5.3988,1,9,955,uk,0,Legitimate
http://fkpyjazh.org/nsqy2MMnjsBbmU2zI,73,14,4,0,3,1,4.6547,1,23,12,com,0,Phishing
http://2hk9xw54lcx4yy.co/BOWJmfG5G1ldRSc7ZKai,69,6,9,1,1,0,4.1311,1,5,1884,org,0,Phishing
https://u79gk.uk/Uhf/m72,83,9,4,0,3,1,4.9087,0,19,1160,us,0,Phishing
https://6g59ajomq8mnan4.io/uDx4OipURqKfo,69,3,3,1,3,0,3.2006,1,7,1685,site,0,Legitimate
https://84eqt2itcj5.uk/oxJUTan-j4OcZru,96,14,9,0,0,1,3.5516,0,14,719,co,1,Legitimate
https://55wpst9rja.net/GhxVAbM7-,25,5,8,1,0,0,5.365,0,13,219,site,0,Phishing
http://515ihujrkuebx.site/3PhKM3gkuToIYu,44,12,3,1,1,0,3.1911,0,21,1249,online,0,Legitimate
https://mn2o4dmienjw.net/FJwsT,81,0,7,0,3,0,5.6128,1,24,891,com,1,Phishing
https://ahys4eott.us/2N5o0XK,35,13,5,0,1,0,5.5121,1,20,603,info,1,Legitimate
https://bgng8d.com/Ei3bE,83,14,1,1,0,1,4.4367,1,9,991,co,1,Phishing
http://7l8n4.online/zVnnNyQdrIiBwhH,31,7,8,1,3,0,4.9182,0,15,481,co,0,Legitimate
https://i95xoqeadrswllu.io/QDTxBfMVnH4jyC,91,8,5,0,2,0,3.5972,0,7,583,us,1,Legitimate
https://dmgz157s.org/Y0RROuNV1eu8,37,7,8,1,2,0,3.226,0,18,1827,uk,1,Phishing
https://b26efpudk866j1.co/fivo0MkD7,24,10,0,0,3,1,3.1171,1,22,1663,uk,0,Phishing
https://2pz6srxt4vk.site/XsGS2rBjZGVf,83,5,2,0,2,1,3.9409,1,20,1724,co,1,Legitimate
http://8miu5.online/HT4JSIKLip,69,0,1,1,0,1,5.4652,1,8,1453,io,1,Phishing
https://rnmawhq7.xyz/Jl_TgT2,54,8,1,1,0,0,4.2331,1,7,1656,net,0,Legitimate
http://kjp75u6.info/QxwKA9-9zAj4zS1PXor,86,7,3,1,0,0,5.4593,0,17,506,io,1,Legitimate
https://ecvbtnqssc.online/H3vX_nTEF9pWmWTCSK,86,8,7,1,0,0,5.4967,0,13,217,online,0,Phishing
https://0vx937dfery3543.site/BiCQJ761i-q24WoKL6,20,7,7,0,1,1,4.8314,0,11,1255,com,1,Legitimate
http://qezcx9fw00oeaz.uk/nJ9it9CcBR9bIP,48,3,3,1,2,0,3.105,1,21,896,net,1,Phishing
https://m7r56g0pl.site/hDfZwyDY2t-wvB4p1,50,0,6,0,2,0,5.3013,0,21,1663,io,0,Legitimate
http://41xxyx281gozs.net/JKpERnO,19,9,8,0,3,1,5.4998,0,15,80,site,1,Legitimate
https://hsmk8ase.org/nQo9/vngxIxrF,44,4,8,1,3,0,4.822,0,23,1738,co,0,Phishing
http://rp46s6ju.online/UDIyZhajO73gMM2NMN,43,1,7,1,0,0,4.0318,1,17,403,uk,0,Phishing
https://7pkbul47.info/9Ob2ItlIHxHRdo3Bh,86,5,3,0,2,1,5.5115,0,14,1778,com,1,Phishing
https://gcqntr.co/9ZOIuFzrdA11IUA,66,4,2,1,0,1,4.7067,0,13,419,net,0,Legitimate
https://e4qwprorq1l.com/_rjFtQcIfAqx,33,10,1,0,1,1,3.6477,0,18,810,info,1,Legitimate
http://6absmuq.io/PvOqHcdNXPGed,96,2,8,0,3,1,3.7749,0,17,1997,net,0,Phishing
https://kqaf2xf2hg.org/ggFAYFZGfweoX3,45,11,0,1,3,0,3.4368,1,7,596,co,0,Phishing
http://50ueofvdzkhvrc.net/m5HL_F7cC/u5budmHO7,46,11,2,1,2,1,5.7781,0,22,1358,xyz,1,Legitimate
https://1p96sjogbs0sic2.online/csg_j2LySMu,40,4,6,1,2,1,4.1748,0,12,902,info,1,Legitimate
http://7rwclid1wyupwbv.org/RV5dvbtCr9,64,11,6,1,0,1,4.1084,1,16,1791,com,1,Legitimate
https://5gwfhfgwovoiqb9.net/iaLv2aQgLqexWKo2nm,58,2,4,1,0,0,5.9461,1,12,186,online,1,Legitimate
https://hi5efkcr8zhnzk.uk/pdNjWWzo,39,0,2,0,1,0,4.3125,0,23,727,uk,1,Phishing
https://t8izoobk.info/97SfCJU5DRt,36,0,2,1,1,1,5.1254,0,22,1694,co,1,Legitimate
https://uqe0o2k.info/EskuqR1awoOTlys1C,49,0,7,1,2,0,3.3586,1,10,1867,xyz,0,Phishing
https://d8jxfuc9a6xz.uk/pDbOQe01Stza,21,5,9,1,0,1,5.4904,1,15,756,xyz,1,Phishing
https://urhns246elf.net/0hJmn/C9,18,12,1,0,1,0,4.1575,0,15,637,io,1,Legitimate
https://tvd3iz30.org/suFrsbrfmW7e,24,10,5,0,1,1,3.2458,1,12,1999,xyz,0,Legitimate
https://nxnj7luy59.us/ckSIt-w/jDK_k0151i,75,2,8,1,2,0,4.2136,0,13,594,com,1,Phishing
http://xx7faed1btsor.org/LhfVjZkHprBWz/j19nEH,21,11,8,1,1,1,4.7697,1,6,1505,io,0,Legitimate
http://ruga0k.co/dKz0mTn7bnp,53,13,9,1,1,1,4.6083,0,24,736,info,1,Phishing
http://qfd4igvqqrvb.biz/7E6Zv_BYv098uu,51,2,7,0,2,0,5.674,1,11,1860,io,0,Phishing
http://es1ibesdqnhnze.uk/Qr1Of1FZ,49,13,9,0,3,0,3.7917,1,6,949,biz,0,Legitimate
https://3f5i9azbkwy2jrp.uk/yOCgiwn,22,13,9,1,3,0,4.8546,0,15,1315,io,1,Legitimate
http://00nxvrgxyfasxvo.biz/zMDu_vYkdNJ0_7rd,91,7,2,0,1,0,4.6997,1,22,1278,net,0,Phishing
https://jdy994aaml.site/4LRDR2qdTxYFH,29,8,3,0,2,1,4.9685,1,14,947,online,0,Legitimate
https://x68wc0g1qy4a.uk/1O57BgRY,59,0,6,1,3,0,3.8499,0,24,49,co,1,Legitimate
http://t0b8cye8y.biz/BPk/vN,79,6,2,1,2,1,5.8309,0,13,261,net,1,Phishing
https://upsvaz07vfeeln.info/OGF1RCnZBBcJYMXL,44,4,6,1,0,0,3.7583,0,18,463,info,1,Legitimate
https://eopde1.uk/YOF9nLB5AMH0WNJ,54,8,7,1,0,0,4.567,1,17,1786,co,0,Phishing
http://655jezlhs1.info/RIWET_LIux7rRNzCF,36,5,3,0,1,0,5.2955,1,21,654,com,0,Phishing
http://1gatcrbm689.org/9-oFPN1QPtWx7vMZ,62,14,5,0,2,1,5.4697,1,19,667,xyz,1,Phishing
https://27b1bi17lh.org/VFn4YlMo9bTw-G/-DL,97,10,2,0,2,0,5.013,0,17,495,org,0,Phishing
https://riru9.online/hgoyH3vWyK,58,13,8,0,0,1,3.214,1,8,54,biz,0,Phishing
http://h4bnj99qt.io/G5OEXvB0uNwvzuRX,65,3,8,1,1,1,3.3986,1,20,1650,co,1,Phishing
http://eaz8jaa.io/V2jvRLWHgip/f,81,4,9,0,0,0,4.7156,1,6,1246,io,1,Phishing
https://6mzyihgrf86.info/esDBH_EeFhYE81mODGsp,89,12,4,1,3,0,4.0915,1,20,1023,com,1,Phishing
http://cldu5xykh.co/_4r-Ci,20,1,8,1,1,0,3.7463,0,8,1670,biz,1,Phishing
http://jryqopnlri5l8j.site/0YHkeFZO7CE8bspfx7,79,6,5,0,2,0,5.6778,0,22,1536,uk,1,Legitimate
http://n9ar55cff2.org/65fpPN,98,5,7,0,1,1,4.3449,1,13,1950,io,0,Legitimate
https://nc2lra0au7m7c.com/jh8P0Pj,21,2,7,0,1,0,5.9404,0,18,1591,site,1,Phishing
https://kfzuoecp.io/-_QhuOP4Qt,78,12,3,0,1,0,5.2846,0,16,169,uk,1,Legitimate
https://lc4mwpt5e04ctx.xyz/-q26Msc,31,14,9,1,3,0,4.1359,1,5,1900,online,0,Phishing
http://6pn9jz2iz1ax521.net/wxBBEZqWyD,96,12,9,0,0,0,3.9894,1,20,578,info,1,Legitimate
https://d752mdl.com/lB1pgFEqUxiI96,83,1,3,0,2,1,5.5493,1,15,1242,co,0,Legitimate
http://nmegf195kpbyso.xyz/1/aY9GB/J,67,13,8,0,3,1,5.3878,0,9,1631,info,0,Legitimate
http://3dj9g.us/1cMR6anR,22,1,7,0,0,1,3.7194,1,18,454,com,0,Phishing
http://mhsycbngmgn722.us/QmlX/0QbYdPlpO/Qtj-O,35,12,7,0,0,0,4.1185,0,13,1540,org,0,Legitimate
http://ykhtzm.us/GVhEq7P7cFvsWsIHpIJO,77,0,1,1,0,0,5.7221,1,5,1102,info,0,Legitimate
https://o3nek.net/WWCJZM5iYkUbMCaPSBQ,85,2,3,1,0,0,5.5391,0,15,1299,org,1,Phishing
http://agztj.net/yLO68VJADoDSTOj0,47,7,2,0,0,1,4.6433,1,11,1018,com,0,Phishing
https://1unao.co/hjSZR,70,9,4,0,3,0,4.9037,1,20,682,site,0,Legitimate
https://tebzd1f.info/4s_hHrcF,31,11,7,1,3,0,5.9436,0,20,1094,com,1,Legitimate
http://58eunbupg.biz/fpnPh,21,9,0,1,3,0,4.433,0,18,452,uk,1,Phishing
http://ufaitvpw9228z.net/nQxmn3mOt,43,11,1,1,2,0,3.0037,1,14,1590,net,1,Legitimate
https://nw53e2hzmttpcqh.net/YTLu6wZTmOQ,83,11,1,0,0,0,3.0522,1,10,588,site,1,Phishing
http://b9153bunyvs.us/dKkO1tCUQajtQX/D-uC,18,10,7,1,1,0,5.4226,1,10,1336,com,1,Phishing
https://qgrpv7iv2.io/1CKTMBuY5Sby,28,3,3,0,3,1,5.7884,1,16,934,info,0,Phishing
http://pln9v0t.biz/apXoVh22Ieo_zDtn5Y8,32,13,2,1,0,1,4.4488,0,20,458,co,1,Legitimate
http://k88olj.net/f9EHekQ7O4Mf78bwWtE,71,8,6,1,2,1,3.8335,1,11,986,com,0,Legitimate
http://y80m4ht5l.uk/PO7wQ4OL1rup0SETFL-M,25,14,2,1,2,1,3.4951,0,9,1855,com,0,Legitimate
http://x79es7we.xyz/nRBxgJhNYlUAgrOwh5NI,75,5,7,0,1,0,5.4158,0,11,420,online,1,Phishing
http://brnw7qb80eic.uk/3/9bPKkQfPW1yjPD,87,6,7,0,3,0,3.8797,0,5,1714,xyz,1,Phishing
http://c1gdj2owd8azdkk.co/QqzUxD-MLT5wgyL3OfB,18,2,8,1,0,1,3.7507,1,23,1299,co,0,Phishing
http://mjcjs56dfg.io/4LhFpSu,42,9,9,1,3,1,3.495,1,14,451,org,0,Legitimate
https://r346creifpz.site/b8MdbYrm9ake4/dCzAmR,90,3,4,1,0,0,5.9596,0,17,1418,org,0,Phishing
http://683bk3w288ixq.co/hiQksJ,18,5,9,1,3,1,4.2789,0,9,1445,biz,1,Phishing
https://ck6ypr.net/11oUu6/pkUIgOLbs,68,14,9,1,3,1,4.8969,0,18,691,xyz,0,Legitimate
http://50kzetrb.net/-oyjQsegQGMozR9F,34,0,9,1,3,1,3.944,0,20,1421,com,0,Legitimate
http://yx90bndp6h.uk/iLz5yMZblJw9R,63,6,9,1,3,1,5.6797,0,13,985,online,1,Phishing
http://ctuqm4dn5ot.net/U/hi2jDS_9,18,9,4,0,0,0,4.8412,0,14,1780,biz,0,Phishing
https://j04lhzxfiakmb.co/WkJfSJluW,54,1,4,0,2,0,4.3967,1,20,70,org,0,Phishing
http://crcpwuic.site/YxJSmvEercvO,83,7,8,1,0,1,4.2541,1,5,830,net,1,Phishing
http://32kgiym7vbhm76.xyz/48vE3mOTm4x6,62,0,7,0,1,0,4.6384,1,13,1229,uk,1,Phishing
https://2fh7rclqwge.io/ai3vVS-14LeRLlAGAIJ,97,10,6,1,1,0,4.4027,0,19,1266,xyz,1,Phishing
http://r5e8d.io/i94kzbEysBNl_4C-DU,91,11,5,0,3,1,4.3358,0,14,193,io,1,Phishing
https://x9ymlu5.us/x2z9XmFB,45,12,7,1,3,1,5.0251,0,12,244,org,1,Legitimate
http://8xib7uh.com/fRf4husFa,35,0,7,0,0,0,4.594,1,12,1745,xyz,1,Phishing
http://8qbaih051jactt7.org/UoefirlVan_Ohwk,75,2,4,0,0,1,3.0152,1,8,1531,net,0,Phishing
https://2y3luen9r89h1e.biz/nKWZ0XLirf-_loQ0LBQ,22,10,0,0,1,1,5.756,1,9,1531,biz,0,Phishing
http://d3hc2vh.info/tIa_ZBSJkS,34,3,0,0,3,0,5.352,0,8,1986,com,1,Phishing
